"country","date_key","sport","events_count","gold","silver","bronze","total_medals","medals_per_event"
"Netherlands",1984,"Boxing","1","0","0","1","1","1.00"
"Netherlands",1984,"Canoeing","1","0","0","1","1","1.00"
"Netherlands",1984,"Rowing","2","0","1","1","2","1.00"
"Netherlands",1988,"Boxing","1","0","0","1","1","1.00"
"Netherlands",1988,"Canoeing","1","0","0","1","1","1.00"
"Netherlands",1988,"Hockey","2","0","0","2","2","1.00"
"Netherlands",1988,"Judo","1","0","0","1","1","1.00"
"Netherlands",1988,"Swimming","1","0","1","0","1","1.00"
"Netherlands",1992,"Boxing","2","0","1","1","2","1.00"
"Netherlands",1992,"Cycling","4","0","2","2","4","1.00"
"Netherlands",1992,"Judo","2","0","0","2","2","1.00"
"Netherlands",1992,"Rowing","1","0","0","1","1","1.00"
"Netherlands",1992,"Sailing","1","0","0","1","1","1.00"
"Netherlands",1992,"Volleyball","1","0","1","0","1","1.00"
"Netherlands",1996,"Equestrianism","2","0","2","1","3","1.50"
"Netherlands",1996,"Judo","3","0","0","3","3","1.00"
"Netherlands",1996,"Sailing","2","0","1","1","2","1.00"
"Netherlands",1996,"Swimming","2","0","0","2","2","1.00"
"Netherlands",2000,"Archery","1","0","0","1","1","1.00"
"Netherlands",2000,"Rowing","3","0","3","0","3","1.00"
"Netherlands",2000,"Sailing","1","0","1","0","1","1.00"
"Netherlands",2000,"Tennis","1","0","1","0","1","1.00"
"Netherlands",2004,"Badminton","1","0","1","0","1","1.00"
"Netherlands",2004,"Hockey","2","0","2","0","2","1.00"
"Netherlands",2004,"Judo","4","0","1","3","4","1.00"
"Netherlands",2004,"Rowing","3","0","1","2","3","1.00"
"Netherlands",2008,"Judo","5","0","1","4","5","1.00"
"Netherlands",2008,"Sailing","2","0","2","0","2","1.00"
"Netherlands",2012,"Equestrianism","4","0","3","1","4","1.00"
"Netherlands",2012,"Judo","2","0","0","2","2","1.00"
"Netherlands",2012,"Rowing","1","0","0","1","1","1.00"
"Netherlands",2016,"Athletics","1","0","1","0","1","1.00"
"Netherlands",2016,"Beach Volleyball","1","0","0","1","1","1.00"
"Netherlands",2016,"Boxing","1","0","1","0","1","1.00"
"Netherlands",2016,"Hockey","1","0","1","0","1","1.00"
"Netherlands",2016,"Judo","1","0","0","1","1","1.00"
"New Zealand",1920,"Rowing","1","0","0","1","1","1.00"
"New Zealand",1924,"Athletics","1","0","0","1","1","1.00"
"New Zealand",1932,"Rowing","1","0","1","0","1","1.00"
"New Zealand",1952,"Swimming","1","0","0","1","1","1.00"
"New Zealand",1968,"Athletics","1","0","0","1","1","1.00"
"New Zealand",1968,"Shooting","1","0","0","1","1","1.00"
"New Zealand",1972,"Athletics","1","0","0","1","1","1.00"
"New Zealand",1976,"Rowing","1","0","0","1","1","1.00"
"New Zealand",1984,"Boxing","1","0","1","0","1","1.00"
"New Zealand",1988,"Rowing","3","0","0","3","3","1.00"
"New Zealand",1988,"Swimming","2","0","0","2","2","1.00"
"New Zealand",1992,"Athletics","1","0","0","1","1","1.00"
"New Zealand",1992,"Boxing","1","0","0","1","1","1.00"
"New Zealand",1992,"Cycling","1","0","0","1","1","1.00"
"New Zealand",1992,"Equestrianism","2","0","1","1","2","1.00"
"New Zealand",1992,"Swimming","1","0","1","0","1","1.00"
"New Zealand",1996,"Sailing","1","0","1","0","1","1.00"
"New Zealand",2000,"Equestrianism","1","0","0","1","1","1.00"
"New Zealand",2000,"Sailing","2","0","0","2","2","1.00"
"New Zealand",2004,"Canoeing","1","0","1","0","1","1.00"
"New Zealand",2008,"Cycling","2","0","1","1","2","1.00"
"New Zealand",2008,"Triathlon","1","0","0","1","1","1.00"
"New Zealand",2012,"Cycling","3","0","1","2","3","1.00"
"New Zealand",2012,"Equestrianism","1","0","0","1","1","1.00"
"New Zealand",2016,"Athletics","4","0","1","3","4","1.00"
"New Zealand",2016,"Cycling","1","0","1","0","1","1.00"
"New Zealand",2016,"Golf","1","0","1","0","1","1.00"
"New Zealand",2016,"Rugby Sevens","1","0","1","0","1","1.00"
"New Zealand",2016,"Shooting","1","0","1","0","1","1.00"
"Niger",1972,"Boxing","1","0","0","1","1","1.00"
"Niger",2016,"Taekwondo","1","0","1","0","1","1.00"
"Nigeria",1964,"Boxing","1","0","0","1","1","1.00"
"Nigeria",1972,"Boxing","1","0","0","1","1","1.00"
"Nigeria",1984,"Athletics","1","0","0","1","1","1.00"
"Nigeria",1984,"Boxing","1","0","1","0","1","1.00"
"Nigeria",1992,"Athletics","2","0","1","1","2","1.00"
"Nigeria",1992,"Boxing","2","0","2","0","2","1.00"
"Nigeria",1996,"Boxing","1","0","0","1","1","1.00"
"Nigeria",2000,"Weightlifting","1","0","1","0","1","1.00"
"Nigeria",2004,"Athletics","2","0","0","2","2","1.00"
"Nigeria",2008,"Athletics","2","0","0","2","2","1.00"
"Nigeria",2008,"Football","1","0","1","0","1","1.00"
"Nigeria",2008,"Taekwondo","1","0","0","1","1","1.00"
"Nigeria",2016,"Football","1","0","0","1","1","1.00"
"North Korea",1972,"Boxing","1","0","1","0","1","1.00"
"North Korea",1972,"Judo","1","0","0","1","1","1.00"
"North Korea",1972,"Volleyball","1","0","0","1","1","1.00"
"North Korea",1972,"Wrestling","1","0","0","1","1","1.00"
"North Korea",1980,"Boxing","1","0","0","1","1","1.00"
"North Korea",1980,"Weightlifting","1","0","1","1","2","2.00"
"North Korea",1980,"Wrestling","2","0","2","0","2","1.00"
"North Korea",1992,"Table Tennis","2","0","0","2","2","1.00"
"North Korea",1992,"Weightlifting","1","0","0","1","1","1.00"
"North Korea",1996,"Weightlifting","2","0","1","1","2","1.00"
"North Korea",2000,"Boxing","1","0","0","1","1","1.00"
"North Korea",2000,"Judo","1","0","0","1","1","1.00"
"North Korea",2000,"Weightlifting","1","0","1","0","1","1.00"
"North Korea",2000,"Wrestling","1","0","0","1","1","1.00"
"North Korea",2004,"Boxing","1","0","1","0","1","1.00"
"North Korea",2004,"Judo","1","0","1","0","1","1.00"
"North Korea",2004,"Shooting","1","0","0","1","1","1.00"
"North Korea",2004,"Table Tennis","1","0","1","0","1","1.00"
"North Korea",2004,"Weightlifting","1","0","1","0","1","1.00"
"North Korea",2008,"Judo","3","0","1","2","3","1.00"
"North Korea",2012,"Wrestling","1","0","0","1","1","1.00"
"North Korea",2016,"Shooting","1","0","0","1","1","1.00"
"North Korea",2016,"Table Tennis","1","0","0","1","1","1.00"
"Norway",1908,"Athletics","3","0","1","2","3","1.00"
"Norway",1908,"Gymnastics","1","0","1","0","1","1.00"
"Norway",1908,"Wrestling","1","0","1","0","1","1.00"
"Norway",1912,"Rowing","2","0","0","2","2","1.00"
"Norway",1912,"Shooting","2","0","1","1","2","1.00"
"Norway",1912,"Tennis","1","0","0","1","1","1.00"
"Norway",1920,"Art Competitions","1","0","1","0","1","1.00"
"Norway",1920,"Boxing","1","0","1","0","1","1.00"
"Norway",1920,"Figure Skating","2","0","2","1","3","1.50"
"Norway",1920,"Gymnastics","1","0","1","0","1","1.00"
"Norway",1920,"Rowing","2","0","0","2","2","1.00"
"Norway",1920,"Wrestling","1","0","0","1","1","1.00"
"Norway",1924,"Athletics","1","0","0","1","1","1.00"
"Norway",1928,"Athletics","1","0","0","1","1","1.00"
"Norway",1928,"Equestrianism","1","0","1","0","1","1.00"
"Norway",1936,"Boxing","2","0","1","1","2","1.00"
"Norway",1936,"Football","1","0","0","1","1","1.00"
"Norway",1936,"Sailing","2","0","2","0","2","1.00"
"Norway",1948,"Athletics","1","0","1","0","1","1.00"
"Norway",1948,"Canoeing","2","0","1","1","2","1.00"
"Norway",1948,"Rowing","1","0","0","1","1","1.00"
"Norway",1948,"Shooting","1","0","0","1","1","1.00"
"Norway",1948,"Wrestling","1","0","1","0","1","1.00"
"Norway",1968,"Sailing","1","0","1","0","1","1.00"
"Norway",1972,"Canoeing","1","0","0","1","1","1.00"
"Norway",1972,"Rowing","1","0","1","0","1","1.00"
"Norway",1984,"Athletics","1","0","1","0","1","1.00"
"Norway",1984,"Cycling","1","0","0","1","1","1.00"
"Norway",1984,"Rowing","1","0","0","1","1","1.00"
"Norway",1988,"Handball","1","0","1","0","1","1.00"
"Norway",1988,"Rowing","1","0","1","0","1","1.00"
"Norway",1988,"Sailing","1","0","1","0","1","1.00"
"Norway",1992,"Canoeing","2","0","1","1","2","1.00"
"Norway",1992,"Handball","1","0","1","0","1","1.00"
"Norway",1992,"Rowing","1","0","1","0","1","1.00"
"Norway",1992,"Shooting","1","0","1","0","1","1.00"
"Norway",1996,"Football","1","0","0","1","1","1.00"
"Norway",1996,"Rowing","1","0","1","0","1","1.00"
"Norway",1996,"Sailing","1","0","0","1","1","1.00"
"Norway",2000,"Handball","1","0","0","1","1","1.00"
"Norway",2000,"Rowing","1","0","1","0","1","1.00"
"Norway",2000,"Sailing","1","0","0","1","1","1.00"
"Norway",2000,"Shooting","1","0","0","1","1","1.00"
"Norway",2000,"Taekwondo","1","0","1","0","1","1.00"
"Norway",2008,"Canoeing","1","0","1","0","1","1.00"
"Norway",2008,"Shooting","1","0","1","0","1","1.00"
"Norway",2008,"Swimming","2","0","1","1","2","1.00"
"Norway",2008,"Taekwondo","1","0","1","0","1","1.00"
"Norway",2012,"Cycling","1","0","0","1","1","1.00"
"Norway",2012,"Fencing","1","0","1","0","1","1.00"
"Norway",2016,"Handball","1","0","0","1","1","1.00"
"Norway",2016,"Rowing","2","0","0","2","2","1.00"
"Norway",2016,"Wrestling","1","0","0","1","1","1.00"
"Pakistan",1956,"Hockey","1","0","1","0","1","1.00"
"Pakistan",1960,"Wrestling","1","0","0","1","1","1.00"
"Pakistan",1964,"Hockey","1","0","1","0","1","1.00"
"Pakistan",1972,"Hockey","1","0","1","0","1","1.00"
"Pakistan",1976,"Hockey","1","0","0","1","1","1.00"
"Pakistan",1988,"Boxing","1","0","0","1","1","1.00"
"Pakistan",1992,"Hockey","1","0","0","1","1","1.00"
"Panama",1948,"Athletics","2","0","0","2","2","1.00"
"Paraguay",2004,"Football","1","0","1","0","1","1.00"
"Peru",1984,"Shooting","1","0","1","0","1","1.00"
"Peru",1988,"Volleyball","1","0","1","0","1","1.00"
"Peru",1992,"Shooting","1","0","1","0","1","1.00"
"Philippines",1928,"Swimming","1","0","0","1","1","1.00"
"Philippines",1932,"Athletics","1","0","0","1","1","1.00"
"Philippines",1932,"Boxing","1","0","0","1","1","1.00"
"Philippines",1932,"Swimming","1","0","0","1","1","1.00"
"Philippines",1936,"Athletics","1","0","0","1","1","1.00"
"Philippines",1964,"Boxing","1","0","1","0","1","1.00"
"Philippines",1988,"Boxing","1","0","0","1","1","1.00"
"Philippines",1992,"Boxing","1","0","0","1","1","1.00"
"Philippines",1996,"Boxing","1","0","1","0","1","1.00"
"Philippines",2016,"Weightlifting","1","0","1","0","1","1.00"
"Poland",1924,"Cycling","1","0","1","0","1","1.00"
"Poland",1924,"Equestrianism","1","0","0","1","1","1.00"
"Poland",1928,"Equestrianism","2","0","1","1","2","1.00"
"Poland",1928,"Fencing","1","0","0","1","1","1.00"
"Poland",1928,"Rowing","1","0","0","1","1","1.00"
"Poland",1932,"Fencing","1","0","0","1","1","1.00"
"Poland",1932,"Rowing","3","0","1","2","3","1.00"
"Poland",1936,"Art Competitions","3","0","1","2","3","1.00"
"Poland",1936,"Athletics","3","0","2","1","3","1.00"
"Poland",1936,"Equestrianism","1","0","1","0","1","1.00"
"Poland",1936,"Rowing","1","0","0","1","1","1.00"
"Poland",1936,"Shooting","1","0","0","1","1","1.00"
"Poland",1948,"Boxing","1","0","0","1","1","1.00"
"Poland",1952,"Gymnastics","1","0","1","0","1","1.00"
"Poland",1952,"Rowing","1","0","0","1","1","1.00"
"Poland",1956,"Boxing","2","0","0","2","2","1.00"
"Poland",1956,"Fencing","2","0","2","0","2","1.00"
"Poland",1956,"Gymnastics","1","0","0","1","1","1.00"
"Poland",1956,"Shooting","1","0","1","0","1","1.00"
"Poland",1956,"Weightlifting","1","0","0","1","1","1.00"
"Poland",1960,"Canoeing","2","0","0","2","2","1.00"
"Poland",1960,"Fencing","1","0","1","0","1","1.00"
"Poland",1960,"Rowing","1","0","0","1","1","1.00"
"Poland",1960,"Wrestling","1","0","0","1","1","1.00"
"Poland",1964,"Volleyball","1","0","0","1","1","1.00"
"Poland",1968,"Cycling","1","0","0","1","1","1.00"
"Poland",1968,"Volleyball","1","0","0","1","1","1.00"
"Poland",1972,"Archery","1","0","1","0","1","1.00"
"Poland",1972,"Canoeing","1","0","0","1","1","1.00"
"Poland",1972,"Cycling","2","0","1","1","2","1.00"
"Poland",1972,"Judo","1","0","1","0","1","1.00"
"Poland",1972,"Wrestling","2","0","0","2","2","1.00"
"Poland",1976,"Canoeing","1","0","1","0","1","1.00"
"Poland",1976,"Cycling","2","0","1","1","2","1.00"
"Afghanistan",2008,"Taekwondo","1","0","0","1","1","1.00"
"Poland",1976,"Handball","1","0","0","1","1","1.00"
"Poland",1976,"Judo","1","0","0","1","1","1.00"
"Poland",1976,"Shooting","2","0","0","2","2","1.00"
"Poland",1976,"Weightlifting","3","0","1","2","3","1.00"
"Poland",1980,"Boxing","5","0","1","4","5","1.00"
"Poland",1980,"Cycling","1","0","1","0","1","1.00"
"Poland",1980,"Fencing","3","0","1","2","3","1.00"
"Poland",1980,"Judo","1","0","0","1","1","1.00"
"Poland",1980,"Rowing","2","0","1","1","2","1.00"
"Poland",1980,"Swimming","1","0","0","1","1","1.00"
"Poland",1980,"Weightlifting","3","0","0","3","3","1.00"
"Poland",1980,"Wrestling","7","0","5","2","7","1.00"
"Poland",1988,"Boxing","4","0","0","4","4","1.00"
"Poland",1988,"Canoeing","3","0","1","2","3","1.00"
"Poland",1988,"Cycling","1","0","1","0","1","1.00"
"Poland",1988,"Fencing","1","0","1","0","1","1.00"
"Poland",1988,"Swimming","1","0","0","1","1","1.00"
"Poland",1988,"Weightlifting","1","0","0","1","1","1.00"
"Poland",1992,"Athletics","1","0","0","1","1","1.00"
"Poland",1992,"Boxing","1","0","0","1","1","1.00"
"Poland",1992,"Canoeing","3","0","1","2","3","1.00"
"Poland",1992,"Fencing","1","0","0","1","1","1.00"
"Poland",1992,"Football","1","0","1","0","1","1.00"
"Poland",1992,"Rowing","2","0","0","2","2","1.00"
"Poland",1992,"Shooting","1","0","0","1","1","1.00"
"Poland",1992,"Swimming","1","0","1","0","1","1.00"
"Poland",1992,"Weightlifting","3","0","1","2","3","1.00"
"Poland",1992,"Wrestling","2","0","2","0","2","1.00"
"Poland",1996,"Archery","1","0","0","1","1","1.00"
"Poland",1996,"Canoeing","1","0","0","1","1","1.00"
"Poland",1996,"Fencing","1","0","1","0","1","1.00"
"Poland",1996,"Weightlifting","1","0","0","1","1","1.00"
"Poland",2000,"Canoeing","4","0","2","2","4","1.00"
"Poland",2000,"Fencing","1","0","1","0","1","1.00"
"Poland",2000,"Gymnastics","1","0","0","1","1","1.00"
"Poland",2000,"Weightlifting","2","0","2","0","2","1.00"
"Poland",2004,"Canoeing","1","0","0","1","1","1.00"
"Poland",2004,"Fencing","1","0","0","1","1","1.00"
"Poland",2004,"Sailing","1","0","0","1","1","1.00"
"Poland",2004,"Weightlifting","1","0","0","1","1","1.00"
"Poland",2008,"Canoeing","1","0","1","0","1","1.00"
"Poland",2008,"Cycling","1","0","1","0","1","1.00"
"Poland",2008,"Fencing","1","0","1","0","1","1.00"
"Poland",2008,"Weightlifting","1","0","1","0","1","1.00"
"Poland",2008,"Wrestling","1","0","0","1","1","1.00"
"Poland",2012,"Canoeing","1","0","0","1","1","1.00"
"Poland",2012,"Rowing","1","0","0","1","1","1.00"
"Poland",2012,"Sailing","2","0","0","2","2","1.00"
"Poland",2012,"Shooting","1","0","1","0","1","1.00"
"Poland",2012,"Wrestling","1","0","0","1","1","1.00"
"Poland",2016,"Canoeing","2","0","1","1","2","1.00"
"Poland",2016,"Cycling","2","0","1","1","2","1.00"
"Poland",2016,"Modern Pentathlon","1","0","0","1","1","1.00"
"Poland",2016,"Wrestling","1","0","0","1","1","1.00"
"Portugal",1924,"Equestrianism","1","0","0","1","1","1.00"
"Portugal",1928,"Fencing","1","0","0","1","1","1.00"
"Portugal",1936,"Equestrianism","1","0","0","1","1","1.00"
"Portugal",1948,"Equestrianism","1","0","0","1","1","1.00"
"Portugal",1948,"Sailing","1","0","1","0","1","1.00"
"Portugal",1952,"Sailing","1","0","0","1","1","1.00"
"Portugal",1960,"Sailing","1","0","1","0","1","1.00"
"Portugal",1976,"Athletics","1","0","1","0","1","1.00"
"Portugal",1976,"Shooting","1","0","1","0","1","1.00"
"Portugal",1996,"Sailing","1","0","0","1","1","1.00"
"Portugal",2000,"Athletics","1","0","0","1","1","1.00"
"Portugal",2000,"Judo","1","0","0","1","1","1.00"
"Portugal",2004,"Athletics","2","0","1","1","2","1.00"
"Portugal",2004,"Cycling","1","0","1","0","1","1.00"
"Portugal",2008,"Triathlon","1","0","1","0","1","1.00"
"Portugal",2012,"Canoeing","1","0","1","0","1","1.00"
"Portugal",2016,"Judo","1","0","0","1","1","1.00"
"Puerto Rico",1948,"Boxing","1","0","0","1","1","1.00"
"Puerto Rico",1976,"Boxing","1","0","0","1","1","1.00"
"Puerto Rico",1984,"Boxing","2","0","1","1","2","1.00"
"Puerto Rico",1992,"Boxing","1","0","0","1","1","1.00"
"Puerto Rico",1996,"Boxing","1","0","0","1","1","1.00"
"Puerto Rico",2012,"Athletics","1","0","0","1","1","1.00"
"Puerto Rico",2012,"Wrestling","1","0","1","0","1","1.00"
"Qatar",1992,"Athletics","1","0","0","1","1","1.00"
"Qatar",2000,"Weightlifting","1","0","0","1","1","1.00"
"Qatar",2012,"Athletics","1","0","0","1","1","1.00"
"Qatar",2012,"Shooting","1","0","0","1","1","1.00"
"Qatar",2016,"Athletics","1","0","1","0","1","1.00"
"Romania",1924,"Rugby","1","0","0","1","1","1.00"
"Romania",1936,"Equestrianism","1","0","1","0","1","1.00"
"Romania",1952,"Boxing","2","0","1","1","2","1.00"
"Romania",1956,"Fencing","1","0","1","0","1","1.00"
"Romania",1956,"Gymnastics","2","0","0","2","2","1.00"
"Romania",1956,"Wrestling","1","0","0","1","1","1.00"
"Romania",1960,"Boxing","1","0","0","1","1","1.00"
"Romania",1960,"Canoeing","1","0","0","1","1","1.00"
"Romania",1960,"Fencing","1","0","0","1","1","1.00"
"Romania",1960,"Gymnastics","1","0","0","1","1","1.00"
"Romania",1964,"Canoeing","5","0","2","3","5","1.00"
"Romania",1964,"Shooting","1","0","1","0","1","1.00"
"Romania",1964,"Wrestling","3","0","1","2","3","1.00"
"Romania",1968,"Boxing","2","0","1","1","2","1.00"
"Romania",1968,"Shooting","1","0","1","0","1","1.00"
"Romania",1968,"Wrestling","3","0","1","2","3","1.00"
"Romania",1972,"Athletics","2","0","2","0","2","1.00"
"Romania",1972,"Boxing","1","0","1","0","1","1.00"
"Romania",1972,"Fencing","1","0","0","1","1","1.00"
"Romania",1972,"Handball","1","0","0","1","1","1.00"
"Romania",1972,"Rowing","1","0","0","1","1","1.00"
"Romania",1972,"Shooting","2","0","1","1","2","1.00"
"Romania",1976,"Athletics","1","0","0","1","1","1.00"
"Romania",1976,"Boxing","5","0","2","3","5","1.00"
"Romania",1976,"Fencing","1","0","0","1","1","1.00"
"Romania",1976,"Handball","1","0","1","0","1","1.00"
"Romania",1976,"Rowing","1","0","0","1","1","1.00"
"Romania",1976,"Wrestling","6","0","3","3","6","1.00"
"Romania",1980,"Boxing","2","0","0","2","2","1.00"
"Romania",1980,"Equestrianism","1","0","0","1","1","1.00"
"Romania",1980,"Handball","1","0","0","1","1","1.00"
"Romania",1980,"Volleyball","1","0","0","1","1","1.00"
"Romania",1984,"Boxing","1","0","0","1","1","1.00"
"Romania",1984,"Fencing","2","0","1","1","2","1.00"
"Romania",1984,"Handball","1","0","0","1","1","1.00"
"Romania",1984,"Judo","2","0","0","2","2","1.00"
"Romania",1984,"Rhythmic Gymnastics","1","0","1","0","1","1.00"
"Romania",1984,"Shooting","1","0","1","0","1","1.00"
"Romania",1984,"Swimming","1","0","0","1","1","1.00"
"Romania",1988,"Boxing","1","0","1","0","1","1.00"
"Romania",1988,"Swimming","2","0","1","1","2","1.00"
"Romania",1988,"Weightlifting","1","0","1","0","1","1.00"
"Romania",1992,"Athletics","1","0","1","0","1","1.00"
"Romania",1992,"Boxing","1","0","0","1","1","1.00"
"Romania",1992,"Fencing","1","0","0","1","1","1.00"
"Romania",1992,"Shooting","1","0","0","1","1","1.00"
"Romania",1992,"Weightlifting","1","0","0","1","1","1.00"
"Romania",1992,"Wrestling","1","0","0","1","1","1.00"
"Romania",1996,"Athletics","1","0","1","0","1","1.00"
"Romania",1996,"Boxing","2","0","0","2","2","1.00"
"Romania",1996,"Canoeing","2","0","1","1","2","1.00"
"Romania",1996,"Weightlifting","1","0","0","1","1","1.00"
"Romania",2000,"Boxing","2","0","1","1","2","1.00"
"Romania",2000,"Judo","1","0","0","1","1","1.00"
"Romania",2000,"Shooting","1","0","0","1","1","1.00"
"Romania",2004,"Athletics","3","0","2","1","3","1.00"
"Romania",2004,"Boxing","1","0","0","1","1","1.00"
"Romania",2008,"Fencing","2","0","1","1","2","1.00"
"Romania",2012,"Fencing","1","0","1","0","1","1.00"
"Romania",2012,"Judo","2","0","2","0","2","1.00"
"Romania",2012,"Weightlifting","2","0","1","1","2","1.00"
"Romania",2016,"Rowing","1","0","0","1","1","1.00"
"Romania",2016,"Tennis","1","0","1","0","1","1.00"
"Romania",2016,"Wrestling","1","0","0","1","1","1.00"
"Russia",1908,"Wrestling","2","0","2","0","2","1.00"
"Russia",1912,"Rowing","1","0","0","1","1","1.00"
"Russia",1912,"Sailing","1","0","0","1","1","1.00"
"Russia",1912,"Shooting","2","0","1","1","2","1.00"
"Russia",1912,"Wrestling","1","0","1","0","1","1.00"
"Russia",1952,"Basketball","1","0","1","0","1","1.00"
"Russia",1952,"Boxing","6","0","2","4","6","1.00"
"Russia",1952,"Canoeing","1","0","0","1","1","1.00"
"Russia",1956,"Basketball","1","0","1","0","1","1.00"
"Russia",1956,"Fencing","2","0","0","2","2","1.00"
"Russia",1956,"Swimming","2","0","0","2","2","1.00"
"Russia",1956,"Water Polo","1","0","0","1","1","1.00"
"Russia",1960,"Basketball","1","0","1","0","1","1.00"
"Russia",1960,"Diving","1","0","0","1","1","1.00"
"Russia",1960,"Modern Pentathlon","1","0","1","0","1","1.00"
"Russia",1960,"Water Polo","1","0","1","0","1","1.00"
"Russia",1964,"Basketball","1","0","1","0","1","1.00"
"Russia",1964,"Cycling","1","0","1","0","1","1.00"
"Russia",1964,"Diving","1","0","0","1","1","1.00"
"Russia",1964,"Equestrianism","2","0","0","2","2","1.00"
"Russia",1964,"Judo","2","0","0","2","2","1.00"
"Russia",1964,"Shooting","2","0","2","0","2","1.00"
